id_beneficiaire,region,zone,genre,age,statut_matrimonial,niveau_education,activite_principale,type_pret,groupe_solidarite,nb_cycles_anterieurs,nb_membres_menage,tontine_avant,mobile_money,montant_pret_fcfa,duree_pret_mois,distance_service_km,revenu_avant_fcfa,revenu_apres_fcfa,variation_revenu_pct,epargne_fcfa,emplois_crees,taux_remboursement_pct,score_satisfaction,defaut_flag
BEN-0279,Zanzan,Rural,Femme,30,Marie(e),Secondaire,Agriculture,Solidaire,Groupe C,4,6,Non,Oui,287000,12,21.2,203800,365100,79.1,32900,2,96.0,,0
BEN-0280,Zanzan,Semi-urbain,Femme,60,Marie(e),Primaire,Commerce,Individuel,Groupe A,2,4,Non,Oui,425000,18,10.0,51800,81200,56.8,13200,2,49.0,4.3,1
BEN-0281,Cavally,Semi-urbain,Femme,48,Veuf/Veuve,Primaire,Elevage,Solidaire,Groupe B,1,6,Non,Non,230000,18,5.4,212100,232800,9.8,26300,1,87.1,2.1,1
BEN-0282,Marahoue,Rural,Homme,46,Veuf/Veuve,Secondaire,Artisanat,Solidaire,Groupe B,0,4,Oui,Non,187000,36,15.7,184700,186100,0.8,9000,2,100.0,2.8,0
BEN-0283,Vallee du Bandama,Semi-urbain,Femme,41,Celibataire,Secondaire,Commerce,Solidaire,Groupe A,0,7,Oui,Oui,212000,12,15.7,132000,163300,23.7,1600,0,98.6,1.7,1
BEN-0284,Belier,Urbain,Femme,33,Marie(e),Primaire,Agriculture,Solidaire,Groupe A,2,8,Non,Non,87000,12,0.5,162400,211000,29.9,16900,0,100.0,4.2,0
BEN-0285,Vallee du Bandama,Rural,Homme,42,Marie(e),Aucun,Commerce,Solidaire,Groupe C,3,6,Non,Oui,161000,6,20.1,70700,106900,51.2,6200,1,100.0,2.8,0
BEN-0286,Marahoue,Urbain,Femme,49,Celibataire,Aucun,Commerce,Solidaire,Groupe C,4,7,Non,Oui,580000,6,0.5,159400,244600,53.5,21300,1,74.4,3.6,1
BEN-0287,Vallee du Bandama,Rural,Femme,45,Veuf/Veuve,Aucun,Transformation,Solidaire,Groupe A,0,3,Oui,Non,148000,12,25.8,307700,390700,27.0,30000,1,,2.4,1
BEN-0288,Vallee du Bandama,Urbain,Homme,43,Veuf/Veuve,Primaire,Agriculture,Solidaire,Groupe C,1,3,Non,Oui,353000,24,19.8,272600,329500,20.9,10900,3,100.0,2.2,1
BEN-0289,Cavally,Rural,Femme,43,Marie(e),Aucun,Agriculture,Solidaire,Groupe A,0,4,Non,Oui,163000,6,32.6,118900,140500,18.2,2700,0,93.6,4.9,0
BEN-0290,Vallee du Bandama,Rural,Femme,24,Marie(e),Primaire,Agriculture,Solidaire,Groupe C,2,4,Non,Non,297000,18,39.8,88000,87800,-0.2,4200,2,,,0
BEN-0291,Vallee du Bandama,Urbain,Femme,22,Celibataire,Superieur,Commerce,Solidaire,Groupe B,1,4,Oui,Oui,409000,36,0.5,138700,150300,8.4,4900,0,68.8,3.2,0
BEN-0292,Zanzan,Rural,Femme,41,Celibataire,Secondaire,Agriculture,Solidaire,Groupe B,3,7,Oui,Non,202000,6,15.4,263400,307100,16.6,20100,3,97.2,4.5,0
BEN-0293,Zanzan,Urbain,Femme,40,Celibataire,Secondaire,Artisanat,Solidaire,Groupe B,1,5,Non,Oui,241000,12,0.5,105000,114300,8.9,12300,3,100.0,3.4,0
BEN-0294,Zanzan,Rural,Homme,18,Marie(e),Secondaire,Agriculture,Individuel,Groupe B,2,4,Oui,Non,324000,12,21.6,142400,196600,38.1,7900,3,,2.4,0
BEN-0295,Vallee du Bandama,Urbain,Femme,29,Celibataire,Superieur,Transformation,Solidaire,Groupe B,0,6,Oui,Oui,361000,24,0.5,212500,212700,0.1,3800,2,85.8,1.3,1
BEN-0296,Vallee du Bandama,Urbain,Homme,27,Marie(e),Secondaire,Commerce,Individuel,Groupe A,0,4,Non,Non,135000,12,0.5,115900,127100,9.7,3700,1,69.0,,0
BEN-0297,Belier,Urbain,Femme,55,Veuf/Veuve,Aucun,Artisanat,Solidaire,Groupe A,3,6,Oui,Oui,957000,6,20.7,262800,320200,21.8,4100,1,100.0,2.0,1
BEN-0298,Vallee du Bandama,Urbain,Femme,60,Marie(e),Primaire,Elevage,Individuel,Groupe A,0,9,Oui,Oui,211000,12,3.6,183800,173600,-5.5,1000,0,100.0,2.7,0
BEN-0299,Belier,Rural,Femme,32,Marie(e),Superieur,Commerce,Solidaire,Groupe B,0,2,Oui,Non,490000,18,,160400,205600,28.2,22900,1,100.0,5.0,0
BEN-0300,Zanzan,Urbain,Homme,23,Veuf/Veuve,Primaire,Transformation,Solidaire,Groupe B,4,7,Oui,Oui,67000,12,18.9,100500,156700,55.9,6600,0,100.0,4.0,1
BEN-0301,Zanzan,Rural,Femme,39,Divorce(e),Secondaire,Services,Solidaire,Groupe C,2,7,Oui,Non,76000,24,16.3,141900,120800,-14.9,8300,0,76.5,4.3,1
BEN-0302,Cavally,Semi-urbain,Femme,25,Marie(e),Aucun,Transformation,Solidaire,Groupe A,0,7,Oui,Oui,249000,36,3.3,133000,198600,49.3,9300,0,82.7,3.6,1
BEN-0303,Zanzan,Urbain,Homme,40,Marie(e),Secondaire,Agriculture,Individuel,Groupe B,0,6,Oui,Oui,377000,18,0.5,283300,347400,22.6,21000,1,93.0,4.7,0
BEN-0304,Cavally,Semi-urbain,Femme,19,Marie(e),Aucun,Agriculture,Solidaire,Groupe C,1,6,Non,Oui,264000,18,1.6,401400,480700,19.8,16000,3,93.8,3.9,0
BEN-0305,Belier,Semi-urbain,Homme,40,Veuf/Veuve,Primaire,Elevage,Individuel,Groupe A,1,4,Non,Non,233000,6,0.8,95900,114100,19.0,11800,1,84.7,3.7,1
BEN-0306,Belier,Urbain,Femme,37,Marie(e),Primaire,Agriculture,Solidaire,Groupe A,3,3,Oui,Non,73000,18,7.5,129400,172600,33.4,5300,1,89.3,3.2,1
BEN-0307,Vallee du Bandama,Rural,Femme,45,Celibataire,Primaire,Artisanat,Individuel,Groupe B,0,1,Non,Non,356000,24,20.1,121300,98700,-18.6,9600,0,65.8,3.7,0
BEN-0308,Belier,Urbain,Homme,43,Divorce(e),Secondaire,Commerce,Solidaire,Groupe B,1,9,Oui,Oui,288000,6,61.7,152700,167200,9.5,6500,0,82.3,4.4,0
BEN-0309,Cavally,Rural,Femme,29,Veuf/Veuve,Primaire,Transformation,Solidaire,Groupe B,1,4,Non,Oui,180000,18,,132300,164300,24.2,6100,0,64.2,2.1,1
BEN-0310,Zanzan,Urbain,Femme,59,Celibataire,Secondaire,Commerce,Individuel,Groupe B,3,5,Non,Oui,238000,18,0.5,120500,187500,55.6,5600,1,85.7,4.2,0
BEN-0311,Cavally,Rural,Homme,31,Marie(e),Primaire,Services,Solidaire,Groupe B,2,7,Non,Oui,476000,12,27.1,197400,198200,0.4,10100,2,78.3,3.4,0
BEN-0312,Zanzan,Rural,Homme,34,Marie(e),Secondaire,Commerce,Solidaire,Groupe C,1,6,Non,Oui,136000,18,15.2,270400,293300,8.5,9600,0,93.6,2.2,1
BEN-0313,Zanzan,Rural,Homme,42,Marie(e),Aucun,Artisanat,Solidaire,Groupe C,2,5,Non,Oui,272000,12,39.2,157000,233700,48.9,33100,4,100.0,1.0,0
BEN-0314,Cavally,Rural,Femme,37,Marie(e),Aucun,Commerce,Individuel,Groupe C,1,4,Non,Non,884000,12,17.2,89700,122400,36.5,,2,59.4,3.8,0
BEN-0315,Marahoue,Semi-urbain,Femme,44,Marie(e),Primaire,Agriculture,Individuel,Groupe C,1,7,Oui,Non,588000,18,6.9,119500,132000,10.5,1600,1,84.9,3.8,1
BEN-0316,Vallee du Bandama,Rural,Femme,45,Celibataire,Secondaire,Agriculture,Solidaire,Groupe B,4,7,Non,Non,426000,36,23.3,86600,102000,17.8,4400,1,100.0,3.3,0
BEN-0317,Belier,Urbain,Homme,29,Celibataire,Primaire,Commerce,Individuel,Groupe C,4,4,Non,Oui,224000,12,0.5,162500,218700,34.6,4000,3,89.5,4.5,1
BEN-0318,Belier,Rural,Femme,28,Marie(e),Secondaire,Commerce,Solidaire,Groupe A,3,4,Non,Oui,668000,18,19.9,169000,239900,42.0,17000,4,97.2,4.8,0
BEN-0319,Vallee du Bandama,Urbain,Femme,19,Celibataire,Primaire,Commerce,Solidaire,Groupe C,1,7,Non,Oui,114000,18,2.1,221500,227500,2.7,25500,0,65.6,3.5,0
BEN-0320,Vallee du Bandama,Rural,Homme,23,Celibataire,Primaire,Agriculture,Individuel,Groupe A,2,5,Non,Oui,292000,18,15.5,102900,124100,20.6,600,0,77.1,3.7,1
BEN-0321,Marahoue,Rural,Femme,42,Marie(e),Aucun,Agriculture,Solidaire,Groupe A,2,2,Oui,Oui,190000,12,26.4,71000,65600,-7.6,300,1,,2.4,1
BEN-0322,Marahoue,Rural,Femme,34,Marie(e),Secondaire,Commerce,Individuel,Groupe A,0,7,Non,Non,193000,12,15.4,262000,340900,30.1,11600,0,57.0,5.0,1
BEN-0323,Marahoue,Rural,Femme,31,Marie(e),Secondaire,Artisanat,Solidaire,Groupe A,0,9,Oui,Non,72000,24,17.6,163000,184000,12.9,7300,0,,4.5,0
BEN-0324,Vallee du Bandama,Rural,Femme,35,Celibataire,Secondaire,Artisanat,Solidaire,Groupe A,3,6,Oui,Oui,598000,12,25.5,598600,590500,-1.4,4400,1,100.0,,0
BEN-0325,Vallee du Bandama,Urbain,Femme,45,Marie(e),Secondaire,Services,Individuel,Groupe C,0,7,Oui,Oui,379000,6,20.2,181600,180600,-0.6,7100,0,82.3,4.9,0
BEN-0326,Belier,Semi-urbain,Homme,35,Marie(e),Primaire,Agriculture,Solidaire,Groupe A,3,6,Non,Oui,364000,12,11.5,329600,443100,34.4,24600,2,100.0,3.9,0
BEN-0327,Zanzan,Urbain,Femme,42,Celibataire,Primaire,Artisanat,Individuel,Groupe B,2,7,Oui,Oui,474000,18,0.5,342900,461700,34.6,27600,2,87.8,5.0,0
BEN-0328,Cavally,Rural,Homme,37,Marie(e),Secondaire,Agriculture,Solidaire,Groupe A,4,6,Non,Non,727000,24,15.6,149200,190600,27.7,15500,0,100.0,2.7,1
BEN-0329,Zanzan,Semi-urbain,Femme,40,Marie(e),Primaire,Agriculture,Individuel,Groupe C,1,5,Non,Non,627000,18,11.7,74900,89700,19.8,1300,1,100.0,4.7,1
BEN-0330,Belier,Rural,Homme,49,Celibataire,Aucun,Services,Solidaire,Groupe B,3,4,Oui,Oui,174000,18,30.5,178800,189900,6.2,16000,0,,2.1,1
BEN-0331,Vallee du Bandama,Rural,Homme,25,Marie(e),Primaire,Agriculture,Individuel,Groupe B,2,8,Oui,Non,378000,12,22.1,207000,223000,7.7,,1,96.7,3.9,0
BEN-0332,Zanzan,Urbain,Homme,52,Divorce(e),Primaire,Commerce,Solidaire,Groupe C,2,7,Non,Oui,357000,18,8.8,234000,365000,56.0,28600,1,70.3,3.1,0
BEN-0333,Belier,Urbain,Homme,22,Celibataire,Primaire,Commerce,Solidaire,Groupe C,1,8,Non,Non,34000,18,0.5,112000,110400,-1.4,3400,0,100.0,5.0,0
BEN-0334,Vallee du Bandama,Urbain,Femme,21,Marie(e),Aucun,Services,Solidaire,Groupe B,2,3,Non,Oui,82000,18,8.9,115300,142400,23.5,,0,100.0,3.2,1
BEN-0335,Marahoue,Urbain,Femme,50,Marie(e),Primaire,Transformation,Solidaire,Groupe B,0,7,Non,Oui,684000,12,0.5,94800,93500,-1.4,11900,4,100.0,3.6,1
BEN-0336,Vallee du Bandama,Urbain,Femme,23,Celibataire,Primaire,Transformation,Solidaire,Groupe B,2,8,Non,Oui,269000,12,0.5,254600,339500,33.3,4900,3,100.0,3.6,0
BEN-0337,Belier,Urbain,Femme,51,Marie(e),Primaire,Artisanat,Individuel,Groupe A,1,3,Non,Non,265000,12,0.5,88800,114400,28.8,10400,3,56.3,2.5,1
BEN-0338,Marahoue,Rural,Femme,40,Marie(e),Primaire,Elevage,Solidaire,Groupe B,2,4,Oui,Non,168000,12,60.8,165600,137500,-17.0,4800,0,64.4,2.9,1
BEN-0339,Marahoue,Urbain,Femme,35,Celibataire,Aucun,Agriculture,Solidaire,Groupe A,2,5,Oui,Oui,236000,12,0.5,87600,96600,10.3,10300,2,96.4,3.8,1
BEN-0340,Zanzan,Urbain,Homme,31,Marie(e),Secondaire,Artisanat,Solidaire,Groupe A,2,7,Non,Oui,125000,24,2.3,168300,211700,25.8,11000,0,100.0,4.0,0
BEN-0341,Vallee du Bandama,Rural,Femme,56,Divorce(e),Primaire,Commerce,Solidaire,Groupe B,1,7,Oui,Non,127000,12,39.5,58600,64500,10.1,2200,1,,4.5,0
BEN-0342,Marahoue,Urbain,Femme,24,Celibataire,Primaire,Agriculture,Individuel,Groupe B,3,1,Oui,Non,301000,12,0.5,107600,160000,48.7,4100,3,76.6,3.3,1
BEN-0343,Belier,Rural,Femme,59,Celibataire,Secondaire,Artisanat,Solidaire,Groupe C,1,6,Oui,Oui,230000,24,25.9,124900,190100,52.2,17800,2,80.5,4.7,0
BEN-0344,Belier,Rural,Femme,32,Divorce(e),Aucun,Agriculture,Solidaire,Groupe C,0,4,Oui,Oui,176000,24,32.2,97700,132900,36.0,9000,1,81.6,5.0,0
BEN-0345,Belier,Urbain,Femme,51,Celibataire,Aucun,Services,Solidaire,Groupe B,3,4,Oui,Oui,449000,6,14.9,386100,445800,15.5,21800,1,100.0,4.1,1
BEN-0346,Belier,Rural,Femme,50,Divorce(e),Secondaire,Artisanat,Individuel,Groupe C,2,5,Non,Non,373000,6,16.8,74600,96500,29.4,4500,0,,4.2,1
BEN-0347,Marahoue,Semi-urbain,Homme,30,Marie(e),Aucun,Services,Solidaire,Groupe A,0,4,Non,Oui,87000,18,48.8,233700,349900,49.7,10800,0,90.8,3.3,1
BEN-0348,Marahoue,Rural,Homme,52,Marie(e),Primaire,Agriculture,Individuel,Groupe C,0,6,Oui,Non,191000,6,25.8,221700,282100,27.2,19600,0,66.2,4.1,0
BEN-0349,Vallee du Bandama,Rural,Homme,44,Marie(e),Aucun,Agriculture,Solidaire,Groupe A,1,2,Oui,Non,63000,12,19.3,304900,406500,33.3,8800,0,82.3,3.3,1
BEN-0350,Belier,Semi-urbain,Femme,42,Veuf/Veuve,Superieur,Commerce,Individuel,Groupe A,5,8,Oui,Oui,408000,12,9.4,164700,237600,44.3,6100,0,74.8,3.9,0
BEN-0351,Belier,Urbain,Femme,40,Marie(e),Primaire,Commerce,Solidaire,Groupe C,1,1,Oui,Non,151000,12,16.4,,255100,36.5,30800,0,84.4,5.0,0
BEN-0352,Vallee du Bandama,Rural,Homme,18,Marie(e),Secondaire,Commerce,Individuel,Groupe A,2,4,Non,Non,607000,18,20.0,362800,484800,33.6,15200,3,73.1,3.3,0
BEN-0353,Belier,Urbain,Homme,35,Marie(e),Secondaire,Services,Solidaire,Groupe A,2,9,Non,Oui,333000,6,0.5,196000,265300,35.4,21300,5,100.0,4.8,0
BEN-0354,Vallee du Bandama,Rural,Homme,18,Celibataire,Aucun,Artisanat,Individuel,Groupe A,4,6,Non,Oui,337000,18,22.2,135400,135500,0.1,2400,2,59.7,3.8,0
BEN-0355,Vallee du Bandama,Semi-urbain,Femme,31,Marie(e),Primaire,Agriculture,Solidaire,Groupe C,3,7,Oui,Oui,529000,18,40.3,141500,161100,13.9,8700,3,82.4,2.6,1
BEN-0356,Cavally,Rural,Femme,33,Marie(e),Primaire,Commerce,Solidaire,Groupe C,2,9,Non,Non,83000,18,42.8,164300,187900,14.4,11000,0,89.9,3.8,0
BEN-0357,Belier,Urbain,Homme,18,Marie(e),Primaire,Commerce,Solidaire,Groupe C,1,3,Oui,Oui,297000,12,0.5,228900,235700,3.0,3900,1,100.0,1.9,1
BEN-0358,Zanzan,Semi-urbain,Homme,40,Marie(e),Secondaire,Elevage,Solidaire,Groupe A,1,4,Oui,Non,703000,12,1.0,267200,345400,29.3,10300,0,100.0,2.6,0
BEN-0359,Belier,Semi-urbain,Femme,35,Marie(e),Aucun,Agriculture,Solidaire,Groupe A,1,6,Oui,Oui,358000,18,17.0,102600,128800,25.5,8800,1,63.0,1.4,0
BEN-0360,Vallee du Bandama,Semi-urbain,Homme,37,Celibataire,Primaire,Transformation,Individuel,Groupe C,2,5,Oui,Oui,216000,18,6.3,140500,181100,28.9,8100,1,95.9,3.9,1
BEN-0361,Vallee du Bandama,Urbain,Femme,20,Veuf/Veuve,Aucun,Commerce,Solidaire,Groupe B,2,5,Oui,Oui,796000,18,6.9,381800,314300,-17.7,13900,3,99.5,5.0,0
BEN-0362,Marahoue,Semi-urbain,Femme,21,Marie(e),Aucun,Artisanat,Individuel,Groupe B,1,10,Non,Oui,267000,24,2.1,42400,38000,-10.4,1200,1,100.0,2.2,0
BEN-0363,Marahoue,Urbain,Femme,55,Marie(e),Secondaire,Transformation,Solidaire,Groupe C,2,5,Oui,Oui,197000,18,16.0,102100,120800,18.3,3100,0,100.0,3.0,0
BEN-0364,Zanzan,Urbain,Femme,53,Celibataire,Primaire,Commerce,Solidaire,Groupe B,1,7,Oui,Oui,216000,18,16.2,,230100,35.3,8400,0,88.2,4.2,0
BEN-0365,Cavally,Semi-urbain,Homme,53,Celibataire,Secondaire,Commerce,Solidaire,Groupe B,2,6,Oui,Oui,332000,12,65.7,267300,315900,18.2,4100,0,100.0,4.3,0
BEN-0366,Vallee du Bandama,Semi-urbain,Homme,49,Celibataire,Primaire,Agriculture,Solidaire,Groupe A,4,5,Non,Non,258000,12,5.7,,223800,27.1,3800,1,100.0,2.7,0
BEN-0367,Marahoue,Rural,Femme,53,Celibataire,Primaire,Commerce,Solidaire,Groupe C,0,4,Oui,Non,214000,18,21.3,280200,348400,24.3,,0,86.4,3.2,1
BEN-0368,Marahoue,Semi-urbain,Homme,56,Celibataire,Aucun,Services,Solidaire,Groupe B,1,7,Oui,Oui,141000,18,,122700,122200,-0.4,2800,0,76.9,3.6,0
BEN-0369,Marahoue,Semi-urbain,Femme,18,Veuf/Veuve,Aucun,Services,Solidaire,Groupe C,0,6,Non,Oui,76000,24,7.2,85000,97800,15.1,9100,0,95.0,4.6,0
BEN-0370,Zanzan,Semi-urbain,Homme,23,Veuf/Veuve,Superieur,Transformation,Solidaire,Groupe B,2,3,Non,Non,314000,12,14.8,174500,278900,59.8,10400,2,95.4,2.3,1
BEN-0371,Cavally,Rural,Femme,45,Marie(e),Aucun,Services,Individuel,Groupe B,2,4,Oui,Non,669000,12,18.4,155800,203500,30.6,9700,1,100.0,2.1,1
BEN-0372,Cavally,Urbain,Femme,46,Celibataire,Secondaire,Services,Solidaire,Groupe C,0,4,Oui,Oui,264000,12,24.3,203400,280600,38.0,22600,0,99.5,4.6,0
BEN-0373,Belier,Rural,Femme,39,Celibataire,Primaire,Services,Individuel,Groupe A,2,4,Oui,Non,197000,18,45.0,60200,63500,5.5,1900,0,80.8,1.6,1
BEN-0374,Vallee du Bandama,Urbain,Femme,40,Celibataire,Secondaire,Artisanat,Individuel,Groupe B,2,5,Oui,Oui,290000,6,0.5,,123500,48.4,8300,2,100.0,4.2,1
BEN-0375,Belier,Rural,Femme,47,Divorce(e),Aucun,Services,Solidaire,Groupe A,2,6,Oui,Non,515000,18,21.1,150100,151600,1.0,1100,4,94.8,2.1,1
BEN-0376,Vallee du Bandama,Urbain,Homme,23,Marie(e),Superieur,Artisanat,Individuel,Groupe B,2,5,Non,Oui,594000,24,0.5,403400,668200,65.6,14500,0,89.6,,1
BEN-0377,Vallee du Bandama,Rural,Homme,33,Marie(e),Primaire,Services,Individuel,Groupe B,2,6,Non,Non,417000,18,29.7,144900,111000,-23.4,10000,1,88.6,3.8,1
BEN-0378,Marahoue,Rural,Homme,29,Divorce(e),Primaire,Commerce,Individuel,Groupe A,3,10,Oui,Non,310000,36,19.6,247300,273400,10.6,5400,1,85.1,3.5,0
BEN-0379,Marahoue,Semi-urbain,Homme,49,Veuf/Veuve,Superieur,Services,Solidaire,Groupe B,0,4,Non,Oui,230000,12,1.5,183100,251500,37.4,10900,1,91.4,1.9,1
BEN-0380,Zanzan,Rural,Homme,34,Celibataire,Secondaire,Elevage,Solidaire,Groupe A,2,8,Oui,Non,363000,36,21.9,106600,130300,22.2,12000,1,,3.1,0
BEN-0381,Vallee du Bandama,Rural,Femme,42,Marie(e),Primaire,Agriculture,Individuel,Groupe B,1,1,Oui,Oui,359000,6,40.9,285900,221800,-22.4,4200,1,52.0,5.0,0
BEN-0382,Cavally,Rural,Homme,35,Celibataire,Aucun,Transformation,Individuel,Groupe C,2,5,Oui,Non,280000,36,16.5,136900,198400,44.9,6300,3,61.4,3.6,1
BEN-0383,Zanzan,Urbain,Femme,44,Veuf/Veuve,Aucun,Agriculture,Solidaire,Groupe A,0,4,Non,Oui,161000,6,0.5,93900,84900,-9.6,3800,1,93.4,3.5,0
BEN-0384,Zanzan,Rural,Femme,60,Celibataire,Secondaire,Artisanat,Solidaire,Groupe A,0,4,Non,Non,222000,18,29.0,91800,105500,14.9,1900,2,78.5,2.4,1
BEN-0385,Vallee du Bandama,Rural,Femme,41,Marie(e),Aucun,Transformation,Solidaire,Groupe A,1,5,Non,Non,179000,12,17.4,294600,393700,33.6,27900,1,100.0,5.0,0
BEN-0386,Vallee du Bandama,Urbain,Femme,21,Marie(e),Primaire,Artisanat,Individuel,Groupe A,4,6,Oui,Oui,255000,12,0.5,90100,114200,26.7,8500,5,100.0,2.5,1
BEN-0387,Belier,Rural,Femme,23,Marie(e),Secondaire,Elevage,Individuel,Groupe A,2,5,Oui,Non,189000,18,15.4,77100,95700,24.1,8100,0,98.6,5.0,0
BEN-0388,Vallee du Bandama,Urbain,Femme,24,Marie(e),Primaire,Agriculture,Solidaire,Groupe B,2,7,Oui,Oui,1500000,18,10.1,101800,107800,5.9,2900,2,88.3,4.4,1
BEN-0389,Belier,Rural,Homme,47,Celibataire,Aucun,Artisanat,Solidaire,Groupe C,2,4,Oui,Non,59000,12,16.9,125700,163600,30.2,5000,0,93.9,5.0,0
BEN-0390,Marahoue,Urbain,Homme,35,Celibataire,Secondaire,Artisanat,Solidaire,Groupe C,2,6,Oui,Oui,475000,18,0.5,147200,186500,26.7,1500,2,74.7,2.1,0
BEN-0391,Vallee du Bandama,Rural,Homme,32,Veuf/Veuve,Aucun,Elevage,Solidaire,Groupe A,0,2,Non,Oui,601000,24,15.6,322900,408800,26.6,1000,2,100.0,5.0,0
BEN-0392,Belier,Urbain,Homme,33,Marie(e),Primaire,Services,Solidaire,Groupe A,1,5,Oui,Oui,311000,24,18.6,211100,245400,16.2,10900,0,100.0,2.4,1
BEN-0393,Vallee du Bandama,Rural,Homme,43,Divorce(e),Superieur,Agriculture,Individuel,Groupe B,2,5,Oui,Non,705000,24,18.2,106400,129500,21.7,8900,2,75.5,2.1,1
BEN-0394,Zanzan,Rural,Homme,36,Marie(e),Secondaire,Commerce,Solidaire,Groupe A,2,4,Oui,Non,190000,6,16.8,71000,85100,19.9,4400,1,,2.6,1
BEN-0395,Belier,Rural,Femme,45,Marie(e),Secondaire,Commerce,Solidaire,Groupe C,3,5,Oui,Non,143000,6,20.8,295800,312700,5.7,21700,1,88.3,4.1,0
BEN-0396,Vallee du Bandama,Semi-urbain,Femme,42,Marie(e),Secondaire,Artisanat,Solidaire,Groupe B,2,3,Oui,Non,86000,24,24.6,73200,86700,18.4,3100,0,100.0,2.7,0
BEN-0397,Marahoue,Rural,Homme,39,Marie(e),Secondaire,Commerce,Solidaire,Groupe C,2,1,Oui,Oui,162000,6,34.1,69000,76700,11.2,,1,100.0,3.5,0
BEN-0398,Vallee du Bandama,Rural,Femme,44,Marie(e),Primaire,Agriculture,Solidaire,Groupe A,1,4,Non,Oui,154000,6,18.6,109400,138200,26.3,3200,0,,5.0,0
BEN-0399,Zanzan,Semi-urbain,Femme,36,Celibataire,Secondaire,Services,Solidaire,Groupe A,1,2,Oui,Non,289000,24,14.1,181500,249300,37.4,7200,1,100.0,2.3,0
BEN-0400,Belier,Urbain,Femme,41,Celibataire,Aucun,Transformation,Individuel,Groupe B,2,5,Non,Oui,338000,24,,79300,100800,27.1,600,0,68.7,3.4,1
