id_beneficiaire;region;zone;genre;activite_principale;montant_pret_fcfa;revenu_avant_fcfa;revenu_apres_fcfa;variation_revenu_pct;taux_remboursement_pct;defaut_flag;score_risque;profil_accompagnement;action_terrain
BEN-0287;Vallee du Bandama;Rural;Femme;Transformation;148000;307700.0;390700;27.0;90.8;1;77.7;ALERTE : Tutorat obligatoire (Risque élevé);URGENT : Visite de contrôle sous 48h
BEN-0288;Vallee du Bandama;Urbain;Homme;Agriculture;353000;272600.0;329500;20.9;100.0;1;49.5;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0289;Cavally;Rural;Femme;Agriculture;163000;118900.0;140500;18.2;93.6;0;35.8;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0290;Vallee du Bandama;Rural;Femme;Agriculture;297000;88000.0;87800;-0.2;90.3;0;48.1;VULNÉRABLE : Renforcement capacités (Faible impact);FORMATION : Inscription module gestion
BEN-0291;Vallee du Bandama;Urbain;Femme;Commerce;409000;138700.0;150300;8.4;68.8;0;47.4;VULNÉRABLE : Renforcement capacités (Faible impact);FORMATION : Inscription module gestion
BEN-0292;Zanzan;Rural;Femme;Agriculture;202000;263400.0;307100;16.6;97.2;0;40.7;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0293;Zanzan;Urbain;Femme;Artisanat;241000;105000.0;114300;8.9;100.0;0;20.6;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0294;Zanzan;Rural;Homme;Agriculture;324000;142400.0;196600;38.1;91.6;0;41.2;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0295;Vallee du Bandama;Urbain;Femme;Transformation;361000;212500.0;212700;0.1;85.8;1;66.6;ALERTE : Tutorat obligatoire (Risque élevé);URGENT : Visite de contrôle sous 48h
BEN-0296;Vallee du Bandama;Urbain;Homme;Commerce;135000;115900.0;127100;9.7;69.0;0;26.5;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0297;Belier;Urbain;Femme;Artisanat;957000;262800.0;320200;21.8;100.0;1;69.5;ALERTE : Tutorat obligatoire (Risque élevé);URGENT : Visite de contrôle sous 48h
BEN-0298;Vallee du Bandama;Urbain;Femme;Elevage;211000;183800.0;173600;-5.5;100.0;0;36.5;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0299;Belier;Rural;Femme;Commerce;490000;160400.0;205600;28.2;100.0;0;58.8;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0300;Zanzan;Urbain;Homme;Transformation;67000;100500.0;156700;55.9;100.0;1;60.3;ALERTE : Tutorat obligatoire (Risque élevé);URGENT : Visite de contrôle sous 48h
BEN-0301;Zanzan;Rural;Femme;Services;76000;141900.0;120800;-14.9;76.5;1;34.8;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0302;Cavally;Semi-urbain;Femme;Transformation;249000;133000.0;198600;49.3;82.7;1;64.7;ALERTE : Tutorat obligatoire (Risque élevé);URGENT : Visite de contrôle sous 48h
BEN-0303;Zanzan;Urbain;Homme;Agriculture;377000;283300.0;347400;22.6;93.0;0;37.7;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0304;Cavally;Semi-urbain;Femme;Agriculture;264000;401400.0;480700;19.8;93.8;0;58.7;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0305;Belier;Semi-urbain;Homme;Elevage;233000;95900.0;114100;19.0;84.7;1;37.3;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0306;Belier;Urbain;Femme;Agriculture;73000;129400.0;172600;33.4;89.3;1;50.6;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0307;Vallee du Bandama;Rural;Femme;Artisanat;356000;121300.0;98700;-18.6;65.8;0;50.2;VULNÉRABLE : Renforcement capacités (Faible impact);FORMATION : Inscription module gestion
BEN-0308;Belier;Urbain;Homme;Commerce;288000;152700.0;167200;9.5;82.3;0;29.7;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0309;Cavally;Rural;Femme;Transformation;180000;132300.0;164300;24.2;64.2;1;54.2;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0310;Zanzan;Urbain;Femme;Commerce;238000;120500.0;187500;55.6;85.7;0;17.2;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0311;Cavally;Rural;Homme;Services;476000;197400.0;198200;0.4;78.3;0;53.5;VULNÉRABLE : Renforcement capacités (Faible impact);FORMATION : Inscription module gestion
BEN-0312;Zanzan;Rural;Homme;Commerce;136000;270400.0;293300;8.5;93.6;1;26.5;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0313;Zanzan;Rural;Homme;Artisanat;272000;157000.0;233700;48.9;100.0;0;45.1;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0314;Cavally;Rural;Femme;Commerce;884000;89700.0;122400;36.5;59.4;0;58.6;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0315;Marahoue;Semi-urbain;Femme;Agriculture;588000;119500.0;132000;10.5;84.9;1;59.9;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0316;Vallee du Bandama;Rural;Femme;Agriculture;426000;86600.0;102000;17.8;100.0;0;27.3;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0317;Belier;Urbain;Homme;Commerce;224000;162500.0;218700;34.6;89.5;1;40.9;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0318;Belier;Rural;Femme;Commerce;668000;169000.0;239900;42.0;97.2;0;30.3;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0319;Vallee du Bandama;Urbain;Femme;Commerce;114000;221500.0;227500;2.7;65.6;0;42.5;VULNÉRABLE : Renforcement capacités (Faible impact);FORMATION : Inscription module gestion
BEN-0320;Vallee du Bandama;Rural;Homme;Agriculture;292000;102900.0;124100;20.6;77.1;1;40.4;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0321;Marahoue;Rural;Femme;Agriculture;190000;71000.0;65600;-7.6;90.8;1;41.0;VULNÉRABLE : Renforcement capacités (Faible impact);FORMATION : Inscription module gestion
BEN-0322;Marahoue;Rural;Femme;Commerce;193000;262000.0;340900;30.1;57.0;1;33.7;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0323;Marahoue;Rural;Femme;Artisanat;72000;163000.0;184000;12.9;90.8;0;36.3;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0324;Vallee du Bandama;Rural;Femme;Artisanat;598000;598600.0;590500;-1.4;100.0;0;65.4;ALERTE : Tutorat obligatoire (Risque élevé);URGENT : Visite de contrôle sous 48h
BEN-0325;Vallee du Bandama;Urbain;Femme;Services;379000;181600.0;180600;-0.6;82.3;0;33.8;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0326;Belier;Semi-urbain;Homme;Agriculture;364000;329600.0;443100;34.4;100.0;0;54.5;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0327;Zanzan;Urbain;Femme;Artisanat;474000;342900.0;461700;34.6;87.8;0;65.2;ALERTE : Tutorat obligatoire (Risque élevé);URGENT : Visite de contrôle sous 48h
BEN-0328;Cavally;Rural;Homme;Agriculture;727000;149200.0;190600;27.7;100.0;1;39.0;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0329;Zanzan;Semi-urbain;Femme;Agriculture;627000;74900.0;89700;19.8;100.0;1;50.7;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0330;Belier;Rural;Homme;Services;174000;178800.0;189900;6.2;91.6;1;52.0;VULNÉRABLE : Renforcement capacités (Faible impact);FORMATION : Inscription module gestion
BEN-0331;Vallee du Bandama;Rural;Homme;Agriculture;378000;207000.0;223000;7.7;96.7;0;65.8;ALERTE : Tutorat obligatoire (Risque élevé);URGENT : Visite de contrôle sous 48h
BEN-0332;Zanzan;Urbain;Homme;Commerce;357000;234000.0;365000;56.0;70.3;0;44.8;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0333;Belier;Urbain;Homme;Commerce;34000;112000.0;110400;-1.4;100.0;0;44.0;VULNÉRABLE : Renforcement capacités (Faible impact);FORMATION : Inscription module gestion
BEN-0334;Vallee du Bandama;Urbain;Femme;Services;82000;115300.0;142400;23.5;100.0;1;40.2;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0335;Marahoue;Urbain;Femme;Transformation;684000;94800.0;93500;-1.4;100.0;1;58.6;VULNÉRABLE : Renforcement capacités (Faible impact);FORMATION : Inscription module gestion
BEN-0336;Vallee du Bandama;Urbain;Femme;Transformation;269000;254600.0;339500;33.3;100.0;0;64.2;ALERTE : Tutorat obligatoire (Risque élevé);URGENT : Visite de contrôle sous 48h
BEN-0337;Belier;Urbain;Femme;Artisanat;265000;88800.0;114400;28.8;56.3;1;44.4;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0338;Marahoue;Rural;Femme;Elevage;168000;165600.0;137500;-17.0;64.4;1;48.9;VULNÉRABLE : Renforcement capacités (Faible impact);FORMATION : Inscription module gestion
BEN-0339;Marahoue;Urbain;Femme;Agriculture;236000;87600.0;96600;10.3;96.4;1;43.2;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0340;Zanzan;Urbain;Homme;Artisanat;125000;168300.0;211700;25.8;100.0;0;23.8;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0341;Vallee du Bandama;Rural;Femme;Commerce;127000;58600.0;64500;10.1;91.6;0;44.9;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0342;Marahoue;Urbain;Femme;Agriculture;301000;107600.0;160000;48.7;76.6;1;56.0;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0343;Belier;Rural;Femme;Artisanat;230000;124900.0;190100;52.2;80.5;0;25.5;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0344;Belier;Rural;Femme;Agriculture;176000;97700.0;132900;36.0;81.6;0;44.2;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0345;Belier;Urbain;Femme;Services;449000;386100.0;445800;15.5;100.0;1;68.1;ALERTE : Tutorat obligatoire (Risque élevé);URGENT : Visite de contrôle sous 48h
BEN-0346;Belier;Rural;Femme;Artisanat;373000;74600.0;96500;29.4;90.3;1;27.3;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0347;Marahoue;Semi-urbain;Homme;Services;87000;233700.0;349900;49.7;90.8;1;49.4;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0348;Marahoue;Rural;Homme;Agriculture;191000;221700.0;282100;27.2;66.2;0;58.8;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0349;Vallee du Bandama;Rural;Homme;Agriculture;63000;304900.0;406500;33.3;82.3;1;63.4;ALERTE : Tutorat obligatoire (Risque élevé);URGENT : Visite de contrôle sous 48h
BEN-0350;Belier;Semi-urbain;Femme;Commerce;408000;164700.0;237600;44.3;74.8;0;46.0;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0351;Belier;Urbain;Femme;Commerce;151000;163400.0;255100;36.5;84.4;0;54.0;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0352;Vallee du Bandama;Rural;Homme;Commerce;607000;362800.0;484800;33.6;73.1;0;53.0;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0353;Belier;Urbain;Homme;Services;333000;196000.0;265300;35.4;100.0;0;28.9;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0354;Vallee du Bandama;Rural;Homme;Artisanat;337000;135400.0;135500;0.1;59.7;0;48.5;VULNÉRABLE : Renforcement capacités (Faible impact);FORMATION : Inscription module gestion
BEN-0355;Vallee du Bandama;Semi-urbain;Femme;Agriculture;529000;141500.0;161100;13.9;82.4;1;54.1;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0356;Cavally;Rural;Femme;Commerce;83000;164300.0;187900;14.4;89.9;0;46.6;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0357;Belier;Urbain;Homme;Commerce;297000;228900.0;235700;3.0;100.0;1;56.6;VULNÉRABLE : Renforcement capacités (Faible impact);FORMATION : Inscription module gestion
BEN-0358;Zanzan;Semi-urbain;Homme;Elevage;703000;267200.0;345400;29.3;100.0;0;45.4;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0359;Belier;Semi-urbain;Femme;Agriculture;358000;102600.0;128800;25.5;63.0;0;47.4;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0360;Vallee du Bandama;Semi-urbain;Homme;Transformation;216000;140500.0;181100;28.9;95.9;1;63.2;ALERTE : Tutorat obligatoire (Risque élevé);URGENT : Visite de contrôle sous 48h
BEN-0361;Vallee du Bandama;Urbain;Femme;Commerce;796000;381800.0;314300;-17.7;99.5;0;74.6;ALERTE : Tutorat obligatoire (Risque élevé);URGENT : Visite de contrôle sous 48h
BEN-0362;Marahoue;Semi-urbain;Femme;Artisanat;267000;42400.0;38000;-10.4;100.0;0;38.4;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0363;Marahoue;Urbain;Femme;Transformation;197000;102100.0;120800;18.3;100.0;0;35.7;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0364;Zanzan;Urbain;Femme;Commerce;216000;163400.0;230100;35.3;88.2;0;43.8;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0365;Cavally;Semi-urbain;Homme;Commerce;332000;267300.0;315900;18.2;100.0;0;35.8;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0366;Vallee du Bandama;Semi-urbain;Homme;Agriculture;258000;137550.0;223800;27.1;100.0;0;46.5;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0367;Marahoue;Rural;Femme;Commerce;214000;280200.0;348400;24.3;86.4;1;60.8;ALERTE : Tutorat obligatoire (Risque élevé);URGENT : Visite de contrôle sous 48h
BEN-0368;Marahoue;Semi-urbain;Homme;Services;141000;122700.0;122200;-0.4;76.9;0;45.9;VULNÉRABLE : Renforcement capacités (Faible impact);FORMATION : Inscription module gestion
BEN-0369;Marahoue;Semi-urbain;Femme;Services;76000;85000.0;97800;15.1;95.0;0;38.6;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0370;Zanzan;Semi-urbain;Homme;Transformation;314000;174500.0;278900;59.8;95.4;1;67.4;ALERTE : Tutorat obligatoire (Risque élevé);URGENT : Visite de contrôle sous 48h
BEN-0371;Cavally;Rural;Femme;Services;669000;155800.0;203500;30.6;100.0;1;68.4;ALERTE : Tutorat obligatoire (Risque élevé);URGENT : Visite de contrôle sous 48h
BEN-0372;Cavally;Urbain;Femme;Services;264000;203400.0;280600;38.0;99.5;0;32.8;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0373;Belier;Rural;Femme;Services;197000;60200.0;63500;5.5;80.8;1;53.8;VULNÉRABLE : Renforcement capacités (Faible impact);FORMATION : Inscription module gestion
BEN-0374;Vallee du Bandama;Urbain;Femme;Artisanat;290000;145400.0;123500;48.4;100.0;1;29.3;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0375;Belier;Rural;Femme;Services;515000;150100.0;151600;1.0;94.8;1;64.9;ALERTE : Tutorat obligatoire (Risque élevé);URGENT : Visite de contrôle sous 48h
BEN-0376;Vallee du Bandama;Urbain;Homme;Artisanat;594000;403400.0;668200;65.6;89.6;1;64.7;ALERTE : Tutorat obligatoire (Risque élevé);URGENT : Visite de contrôle sous 48h
BEN-0377;Vallee du Bandama;Rural;Homme;Services;417000;144900.0;111000;-23.4;88.6;1;57.9;VULNÉRABLE : Renforcement capacités (Faible impact);FORMATION : Inscription module gestion
BEN-0378;Marahoue;Rural;Homme;Commerce;310000;247300.0;273400;10.6;85.1;0;65.9;ALERTE : Tutorat obligatoire (Risque élevé);URGENT : Visite de contrôle sous 48h
BEN-0379;Marahoue;Semi-urbain;Homme;Services;230000;183100.0;251500;37.4;91.4;1;39.7;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0380;Zanzan;Rural;Homme;Elevage;363000;106600.0;130300;22.2;90.8;0;30.4;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0381;Vallee du Bandama;Rural;Femme;Agriculture;359000;285900.0;221800;-22.4;52.0;0;57.9;VULNÉRABLE : Renforcement capacités (Faible impact);FORMATION : Inscription module gestion
BEN-0382;Cavally;Rural;Homme;Transformation;280000;136900.0;198400;44.9;61.4;1;73.8;ALERTE : Tutorat obligatoire (Risque élevé);URGENT : Visite de contrôle sous 48h
BEN-0383;Zanzan;Urbain;Femme;Agriculture;161000;93900.0;84900;-9.6;93.4;0;33.0;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0384;Zanzan;Rural;Femme;Artisanat;222000;91800.0;105500;14.9;78.5;1;24.7;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0385;Vallee du Bandama;Rural;Femme;Transformation;179000;294600.0;393700;33.6;100.0;0;71.8;ALERTE : Tutorat obligatoire (Risque élevé);URGENT : Visite de contrôle sous 48h
BEN-0386;Vallee du Bandama;Urbain;Femme;Artisanat;255000;90100.0;114200;26.7;100.0;1;48.0;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0387;Belier;Rural;Femme;Elevage;189000;77100.0;95700;24.1;98.6;0;25.9;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0388;Vallee du Bandama;Urbain;Femme;Agriculture;1500000;101800.0;107800;5.9;88.3;1;71.3;ALERTE : Tutorat obligatoire (Risque élevé);URGENT : Visite de contrôle sous 48h
BEN-0389;Belier;Rural;Homme;Artisanat;59000;125700.0;163600;30.2;93.9;0;54.3;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0390;Marahoue;Urbain;Homme;Artisanat;475000;147200.0;186500;26.7;74.7;0;35.0;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0391;Vallee du Bandama;Rural;Homme;Elevage;601000;322900.0;408800;26.6;100.0;0;53.3;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0392;Belier;Urbain;Homme;Services;311000;211100.0;245400;16.2;100.0;1;58.1;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0393;Vallee du Bandama;Rural;Homme;Agriculture;705000;106400.0;129500;21.7;75.5;1;60.0;ALERTE : Tutorat obligatoire (Risque élevé);URGENT : Visite de contrôle sous 48h
BEN-0394;Zanzan;Rural;Homme;Commerce;190000;71000.0;85100;19.9;90.8;1;31.0;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0395;Belier;Rural;Femme;Commerce;143000;295800.0;312700;5.7;88.3;0;40.8;VULNÉRABLE : Renforcement capacités (Faible impact);FORMATION : Inscription module gestion
BEN-0396;Vallee du Bandama;Semi-urbain;Femme;Artisanat;86000;73200.0;86700;18.4;100.0;0;30.0;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0397;Marahoue;Rural;Homme;Commerce;162000;69000.0;76700;11.2;100.0;0;23.1;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0398;Vallee du Bandama;Rural;Femme;Agriculture;154000;109400.0;138200;26.3;90.8;0;33.4;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0399;Zanzan;Semi-urbain;Femme;Services;289000;181500.0;249300;37.4;100.0;0;42.0;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0400;Belier;Urbain;Femme;Transformation;338000;79300.0;100800;27.1;68.7;1;53.3;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
